Key,Year,Identifier,Model,Model2,Category,Validation,Training (%),Test (%),Time Horizon,Time Horizon (Months),Rank within study,RMSE,nRMSE,R-Squared,R,MAE,MAPE,MASE,CORR,ME,SMAPE,MSE,Lambda,CVE,Pearson's correlation coefficient (ρ),Note/Input Variables,EXCLUDE
PWBN3Q48,2023,"Panja, 2023",ARIMA-ETS-Theta,Hybrid ,Hybrid ,Training/Testing Data,90,10,26W,5.97,10,3.09,,,,2.67,,97.75,,,1.85,,,,,"26W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARIMAX,ARIMAX,Time Series,Training/Testing Data,90,10,26W,5.97,4,3.52,,,,3.23,,93.71,,,2.45,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMA,ARIMA,Time Series,Training/Testing Data,90,10,26W,5.97,5,3.54,,,,3.26,,94.05,,,2.47,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMA - ARNN,Hybrid ,Hybrid ,Training/Testing Data,90,10,26W,5.97,6,3.55,,,,3.27,,94.22,,,2.48,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMA-WARIMA,Ensemble,Ensemble,Training/Testing Data,90,10,26W,5.97,7,3.6,,,,3.2,,97.88,,,2.47,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARNN - Theta - ETS ,Hybrid ,Hybrid ,Training/Testing Data,90,10,26W,5.97,8,4.3,,,,4.07,,103.2,,,3.08,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",SETAR ,SETAR ,Time Series,Training/Testing Data,90,10,26W,5.97,11,4.31,,,,3.74,,107.1,,,2.6,,,,,"26W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",XEWNet ,Ensemble,Ensemble,Training/Testing Data,90,10,52W,11.97,1,4.73,,,,2.5,,96.41,,,1.25,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",EWNet,EWNet,Deep Learning,Training/Testing Data,90,10,52W,11.97,2,4.78,,,,3.01,,99.3,,,1.49,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",Exponential Smoothing,Exponential Smoothing,Machine Learning,Training/Testing Data,90,10,52W,11.97,3,4.86,,,,2.68,,97.25,,,1.32,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",Exponential Smoothing,Exponential Smoothing,Machine Learning,Training/Testing Data,90,10,52W,11.97,4,4.86,,,,2.68,,97.23,,,1.32,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARNN - Theta - ETS ,Hybrid ,Hybrid ,Training/Testing Data,90,10,52W,11.97,5,4.87,,,,2.9,,99.07,,,1.43,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",Theta,Theta,Time Series,Training/Testing Data,90,10,52W,11.97,6,4.87,,,,2.67,,97.35,,,1.32,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARIMA-ETS-Theta,Hybrid ,Hybrid ,Training/Testing Data,90,10,26W,5.97,9,4.88,,,,4.63,,108.4,,,3.5,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARNN,ARNN,Deep Learning,Training/Testing Data,90,10,52W,11.97,7,5.08,,,,2.52,,103.7,,,1.25,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARIMA-ETS-Theta,Hybrid ,Hybrid ,Training/Testing Data,90,10,52W,11.97,8,5.11,,,,3.54,,104.3,,,1.75,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ANN,ANN,Machine Learning,Training/Testing Data,90,10,26W,5.97,12,5.15,,,,4.42,,110.8,,,3.06,,,,,"26W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",Exponential Smoothing,Exponential Smoothing,Machine Learning,Training/Testing Data,90,10,26W,5.97,10,5.48,,,,5.22,,113.3,,,3.96,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",Exponential Smoothing,Exponential Smoothing,Machine Learning,Training/Testing Data,90,10,26W,5.97,11,5.48,,,,5.22,,113.3,,,3.95,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",TBATS,TBATS,Time Series,Training/Testing Data,90,10,26W,5.97,12,5.48,,,,5.22,,113.2,,,3.95,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ANN,ANN,Machine Learning,Training/Testing Data,90,10,52W,11.97,9,5.58,,,,4.33,,109.8,,,2.22,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",Theta,Theta,Time Series,Training/Testing Data,90,10,26W,5.97,13,5.66,,,,5.4,,114.6,,,4.09,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMA - ARNN,Hybrid ,Hybrid ,Training/Testing Data,90,10,26W,5.97,13,5.7,,,,5.29,,121.7,,,3.67,,,,,"26W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARIMA-WARIMA,Ensemble,Ensemble,Training/Testing Data,90,10,26W,5.97,14,5.82,,,,5.29,,120.3,,,3.67,,,,,"26W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",SETAR ,SETAR ,Time Series,Training/Testing Data,90,10,52W,11.97,10,5.82,,,,4.66,,112.4,,,2.31,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARIMA,ARIMA,Time Series,Training/Testing Data,90,10,26W,5.97,15,6.34,,,,5.98,,126.8,,,4.15,,,,,"26W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARIMAX,ARIMAX,Time Series,Training/Testing Data,90,10,26W,5.97,16,6.34,,,,5.97,,127,,,4.14,,,,,"26W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARIMA - ARNN,Hybrid ,Hybrid ,Training/Testing Data,90,10,52W,11.97,11,6.7,,,,5.89,,122.3,,,2.91,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARIMA-WARIMA,Ensemble,Ensemble,Training/Testing Data,90,10,52W,11.97,12,6.94,,,,6.17,,123.3,,,3.05,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",TBATS,TBATS,Time Series,Training/Testing Data,90,10,26W,5.97,17,6.97,,,,6.56,,129.7,,,4.55,,,,,"26W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARIMAX,ARIMAX,Time Series,Training/Testing Data,90,10,52W,11.97,13,7.17,,,,6.5,,126.5,,,3.22,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARIMA,ARIMA,Time Series,Training/Testing Data,90,10,52W,11.97,14,7.19,,,,6.52,,126.4,,,3.23,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARIMA,ARIMA,Time Series,Training/Testing Data,90,10,26W,5.97,18,7.2,,,,6.07,,118.8,,,4.21,,,,,"26W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",XEWNet ,Ensemble,Ensemble,Training/Testing Data,90,10,26W,5.97,1,7.69,,,,5.66,,29.08,,,0.96,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",TBATS,TBATS,Time Series,Training/Testing Data,90,10,52W,11.97,15,7.76,,,,7.19,,129.7,,,3.56,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",BSTS,BSTS,Time Series,Training/Testing Data,90,10,52W,11.97,16,8.06,,,,6.37,,122.7,,,3.15,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",SETAR ,SETAR ,Time Series,Training/Testing Data,90,10,26W,5.97,14,8.18,,,,7.62,,125.9,,,5.77,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",TransformersX,TransformersX,Time Series,Training/Testing Data,90,10,26W,5.97,19,8.52,,,,6.71,,62.68,,,1.08,,,,,"26W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",EWNet,EWNet,Deep Learning,Training/Testing Data,90,10,26W,5.97,2,8.62,,,,6.94,,36.06,,,1.18,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARIMA,ARIMA,Time Series,Training/Testing Data,90,10,52W,11.97,17,8.69,,,,7.71,,126.5,,,3.82,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ANN,ANN,Machine Learning,Training/Testing Data,90,10,26W,5.97,15,8.7,,,,8.15,,129.1,,,6.17,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMA,ARIMA,Time Series,Training/Testing Data,90,10,26W,5.97,16,8.95,,,,8.2,,129.1,,,6.21,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",NBeatsX ,NBeatsX ,Deep Learning,Training/Testing Data,90,10,26W,5.97,17,9.32,,,,6.84,,38.44,,,0.76,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",XEWNet ,Ensemble,Ensemble,Training/Testing Data,90,10,52W,11.97,1,9.98,,,,6.55,,78.34,,,1.28,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",TransformersX,TransformersX,Time Series,Training/Testing Data,90,10,52W,11.97,2,9.99,,,,6.91,,78.99,,,1.35,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",EWNet,EWNet,Deep Learning,Training/Testing Data,90,10,52W,11.97,3,10.45,,,,6.71,,86.83,,,1.31,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMA,ARIMA,Time Series,Training/Testing Data,90,10,52W,11.97,4,10.51,,,,9.36,,99.32,,,1.83,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",NBeatsX ,NBeatsX ,Deep Learning,Training/Testing Data,90,10,52W,11.97,5,10.64,,,,6.72,,92.91,,,1.92,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",RNN,RNN,Deep Learning,Training/Testing Data,90,10,52W,11.97,6,11.37,,,,7.03,,78.7,,,1.37,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",TCNX,TCNX,Time Series,Training/Testing Data,90,10,52W,11.97,7,11.37,,,,7.02,,78.7,,,1.37,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",EWNet,EWNet,Deep Learning,Training/Testing Data,90,10,26W,5.97,18,11.74,,,,9.25,,54.16,,,1.02,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",SETAR ,SETAR ,Time Series,Training/Testing Data,90,10,52W,11.97,8,11.79,,,,9.64,,94.55,,,1.88,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",TransformersX,TransformersX,Time Series,Training/Testing Data,90,10,26W,5.97,19,11.91,,,,8.91,,48.24,,,0.99,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",TransformersX,TransformersX,Time Series,Training/Testing Data,90,10,52W,11.97,18,11.95,,,,8.05,,119.9,,,1.85,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARNN - Theta - ETS ,Hybrid ,Hybrid ,Training/Testing Data,90,10,26W,5.97,3,12.02,,,,10.35,,50.63,,,1.76,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",Exponential Smoothing,Exponential Smoothing,Machine Learning,Training/Testing Data,90,10,26W,5.97,4,12.14,,,,10.63,,51.64,,,1.8,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",SETAR ,SETAR ,Time Series,Training/Testing Data,90,10,26W,5.97,5,12.14,,,,10.8,,52.21,,,1.83,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARNNX,Hybrid ,Hybrid ,Training/Testing Data,90,10,52W,11.97,19,12.21,,,,8.32,,121.8,,,1.91,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",Theta,Theta,Time Series,Training/Testing Data,90,10,26W,5.97,6,12.32,,,,10.88,,52.42,,,1.84,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARNN,ARNN,Deep Learning,Training/Testing Data,90,10,26W,5.97,7,12.42,,,,8.26,,53.11,,,1.4,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",RNN,RNN,Deep Learning,Training/Testing Data,90,10,52W,11.97,20,12.55,,,,8.82,,129.4,,,2.02,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",NBeatsX ,NBeatsX ,Deep Learning,Training/Testing Data,90,10,52W,11.97,21,12.62,,,,8.44,,110.2,,,1.93,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",Exponential Smoothing,Exponential Smoothing,Machine Learning,Training/Testing Data,90,10,26W,5.97,8,12.78,,,,11.48,,54.64,,,1.95,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",TBATS,TBATS,Time Series,Training/Testing Data,90,10,26W,5.97,9,12.79,,,,11.49,,54.65,,,1.95,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",RNN,RNN,Deep Learning,Training/Testing Data,90,10,26W,5.97,20,13.08,,,,10.34,,86.81,,,1.66,,,,,"26W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",ARIMA-ETS-Theta,Hybrid ,Hybrid ,Training/Testing Data,90,10,26W,5.97,10,13.67,,,,12.59,,58.18,,,2.14,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",NBeatsX ,NBeatsX ,Deep Learning,Training/Testing Data,90,10,26W,5.97,21,13.94,,,,11.01,,114.4,,,1.77,,,,,"26W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",Theta,Theta,Time Series,Training/Testing Data,90,10,52W,11.97,9,14.05,,,,10.09,,100.4,,,1.97,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",Exponential Smoothing,Exponential Smoothing,Machine Learning,Training/Testing Data,90,10,52W,11.97,10,14.26,,,,10.18,,101.4,,,1.98,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",Exponential Smoothing,Exponential Smoothing,Machine Learning,Training/Testing Data,90,10,52W,11.97,11,14.26,,,,10.18,,101.5,,,1.98,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",TBATS,TBATS,Time Series,Training/Testing Data,90,10,52W,11.97,12,14.26,,,,10.18,,101.5,,,1.99,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMA-ETS-Theta,Hybrid ,Hybrid ,Training/Testing Data,90,10,52W,11.97,13,14.4,,,,10.06,,100.8,,,1.96,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",RNN,RNN,Deep Learning,Training/Testing Data,90,10,26W,5.97,20,14.56,,,,11.87,,64.47,,,1.31,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",TCNX,TCNX,Time Series,Training/Testing Data,90,10,26W,5.97,21,14.56,,,,11.87,,64.47,,,1.31,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARNN - Theta - ETS ,Hybrid ,Hybrid ,Training/Testing Data,90,10,52W,11.97,14,14.62,,,,10.03,,100.8,,,1.95,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",BSTS,BSTS,Time Series,Training/Testing Data,90,10,26W,5.97,11,14.73,,,,13.52,,68.14,,,2.3,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARNNX,Hybrid ,Hybrid ,Training/Testing Data,90,10,26W,5.97,12,14.74,,,,9.55,,53.11,,,1.62,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ANN,ANN,Machine Learning,Training/Testing Data,90,10,52W,11.97,15,14.95,,,,10.02,,100.5,,,1.84,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMA - ARNN,Hybrid ,Hybrid ,Training/Testing Data,90,10,52W,11.97,16,15,,,,9.91,,99.2,,,1.93,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMA,ARIMA,Time Series,Training/Testing Data,90,10,52W,11.97,17,15.01,,,,9.91,,99.18,,,1.93,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMAX,ARIMAX,Time Series,Training/Testing Data,90,10,52W,11.97,18,15.03,,,,9.91,,99.14,,,1.93,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMA-WARIMA,Ensemble,Ensemble,Training/Testing Data,90,10,52W,11.97,19,15.21,,,,9.91,,100.8,,,1.93,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMAX,ARIMAX,Time Series,Training/Testing Data,90,10,26W,5.97,13,17.25,,,,15.96,,67.19,,,2.71,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARIMA,ARIMA,Time Series,Training/Testing Data,90,10,26W,5.97,14,17.29,,,,16.01,,67.35,,,2.72,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARNNX,Hybrid ,Hybrid ,Training/Testing Data,90,10,52W,11.97,20,17.29,,,,10.96,,143.5,,,2.14,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMA-WARIMA,Ensemble,Ensemble,Training/Testing Data,90,10,26W,5.97,15,17.45,,,,16.02,,67.07,,,2.75,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARIMA - ARNN,Hybrid ,Hybrid ,Training/Testing Data,90,10,26W,5.97,16,17.49,,,,16.18,,67.77,,,2.75,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ANN,ANN,Machine Learning,Training/Testing Data,90,10,26W,5.97,17,17.86,,,,16.43,,68.14,,,2.79,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARNN,ARNN,Deep Learning,Training/Testing Data,90,10,52W,11.97,21,17.86,,,,11.4,,156.8,,,2.22,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",ARIMA,ARIMA,Time Series,Training/Testing Data,90,10,26W,5.97,18,19.06,,,,17.52,,70.8,,,2.98,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",BSTS,BSTS,Time Series,Training/Testing Data,90,10,52W,11.97,22,24.9,,,,17.21,,165.9,,,3.36,,,,,"52W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",TCNX,TCNX,Time Series,Training/Testing Data,90,10,26W,5.97,22,32.39,,,,22.11,,91.99,,,3.56,,,,,"26W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",TCNX,TCNX,Time Series,Training/Testing Data,90,10,52W,11.97,22,44.48,,,,29.93,,145.5,,,6.87,,,,,"52W, Iquitos",
PWBN3Q48,2023,"Panja, 2023",BSTS,BSTS,Time Series,Training/Testing Data,90,10,26W,5.97,22,67.06,,,,57.98,,198.4,,,43.92,,,,,"26W, Ahmedabad",
PWBN3Q48,2023,"Panja, 2023",XEWNet ,Ensemble,Ensemble,Training/Testing Data,90,10,52W,11.97,1,68.49,,,,42.14,,51.67,,,3.47,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",EWNet,EWNet,Deep Learning,Training/Testing Data,90,10,52W,11.97,2,71.52,,,,45.04,,58.7,,,3.71,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",TransformersX,TransformersX,Time Series,Training/Testing Data,90,10,52W,11.97,3,73.99,,,,49.61,,52.68,,,3.47,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ANN,ANN,Machine Learning,Training/Testing Data,90,10,52W,11.97,4,74.2,,,,45.59,,83.1,,,4.09,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",RNN,RNN,Deep Learning,Training/Testing Data,90,10,52W,11.97,5,78.27,,,,55.39,,57.99,,,3.47,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARIMA - ARNN,Hybrid ,Hybrid ,Training/Testing Data,90,10,52W,11.97,6,80.04,,,,53.91,,80.41,,,4.43,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARIMAX,ARIMAX,Time Series,Training/Testing Data,90,10,52W,11.97,7,80.09,,,,53.9,,80.36,,,4.44,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARIMA,ARIMA,Time Series,Training/Testing Data,90,10,52W,11.97,8,80.18,,,,53.94,,80.43,,,4.45,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARIMA-WARIMA,Ensemble,Ensemble,Training/Testing Data,90,10,52W,11.97,9,80.39,,,,54.1,,80.58,,,4.46,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",BSTS,BSTS,Time Series,Training/Testing Data,90,10,52W,11.97,10,82.26,,,,54.33,,80.38,,,4.48,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARIMA-ETS-Theta,Hybrid ,Hybrid ,Training/Testing Data,90,10,52W,11.97,11,84.43,,,,56.05,,83.65,,,4.62,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARIMA,ARIMA,Time Series,Training/Testing Data,90,10,52W,11.97,12,84.46,,,,55.77,,83.1,,,4.6,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",SETAR ,SETAR ,Time Series,Training/Testing Data,90,10,52W,11.97,13,85.37,,,,52.23,,83.31,,,4.64,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",TBATS,TBATS,Time Series,Training/Testing Data,90,10,52W,11.97,14,86.27,,,,57.17,,86.39,,,4.71,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",Exponential Smoothing,Exponential Smoothing,Machine Learning,Training/Testing Data,90,10,52W,11.97,15,86.28,,,,57.17,,85.78,,,4.71,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARNN,ARNN,Deep Learning,Training/Testing Data,90,10,52W,11.97,16,86.65,,,,57.76,,86.21,,,4.7,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",Theta,Theta,Time Series,Training/Testing Data,90,10,52W,11.97,17,87.13,,,,57.58,,86.39,,,4.75,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",Exponential Smoothing,Exponential Smoothing,Machine Learning,Training/Testing Data,90,10,52W,11.97,18,87.17,,,,57.53,,86.17,,,4.74,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARNNX,Hybrid ,Hybrid ,Training/Testing Data,90,10,52W,11.97,19,87.59,,,,59.4,,97.85,,,4.9,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",ARNN - Theta - ETS ,Hybrid ,Hybrid ,Training/Testing Data,90,10,52W,11.97,20,88.44,,,,58.38,,87.98,,,4.81,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",TransformersX,TransformersX,Time Series,Training/Testing Data,90,10,26W,5.97,19,90.06,,,,74.05,,60.91,,,3.76,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",NBeatsX ,NBeatsX ,Deep Learning,Training/Testing Data,90,10,52W,11.97,21,104.6,,,,82.58,,117.9,,,5.14,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",RNN,RNN,Deep Learning,Training/Testing Data,90,10,26W,5.97,20,111.3,,,,93.92,,84.14,,,4.77,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",TCNX,TCNX,Time Series,Training/Testing Data,90,10,52W,11.97,22,119.7,,,,97.72,,172.4,,,6.09,,,,,"52W, San Juan",
PWBN3Q48,2023,"Panja, 2023",TCNX,TCNX,Time Series,Training/Testing Data,90,10,26W,5.97,21,125.4,,,,157.1,,457.1,,,6.37,,,,,"26W, San Juan",
PWBN3Q48,2023,"Panja, 2023",NBeatsX ,NBeatsX ,Deep Learning,Training/Testing Data,90,10,26W,5.97,22,137.4,,,,81.54,,69.33,,,3.52,,,,,"26W, San Juan",
3U9PV94H,2021,"Patil, 2021",MA,MA,Time Series,in to the future,-,-,3Y,36,1,1.93,,-0.05,,1.29,,,,,,,,,,Amravati,
3U9PV94H,2021,"Patil, 2021",AR,AR,Time Series,in to the future,-,-,3Y,36,1,1.95,,-0.07,,1.41,,,,,,,,,,Amravati,
3U9PV94H,2021,"Patil, 2021",SARIMA,SARIMA,Time Series,in to the future,-,-,3Y,36,1,1.98,,-0.11,,1.92,,,,,,,,,,Amravati,
3U9PV94H,2021,"Patil, 2021",ARIMA,ARIMA,Time Series,in to the future,-,-,3Y,36,2,2.19,,-0.35,,1.39,,,,,,,,,,Amravati,
3U9PV94H,2021,"Patil, 2021",Damped Holt's,Damped Holt's,Time Series,in to the future,-,-,3Y,36,3,2.22,,-0.39,,2.09,,,,,,,,,,Amravati,
3U9PV94H,2021,"Patil, 2021",Facebook Prophet,Facebook Prophet,Time Series,in to the future,-,-,3Y,36,4,3.14,,0.38,,2.1,,,,,,,,,,Amravati,
3U9PV94H,2021,"Patil, 2021",SARIMA,SARIMA,Time Series,in to the future,-,-,3Y,36,1,3.22,,-1.46,,2.95,,,,,,,,,,Ratnagiri,
3U9PV94H,2021,"Patil, 2021",Facebook Prophet,Facebook Prophet,Time Series,in to the future,-,-,3Y,36,1,3.98,,0.64,,3.2,,,,,,,,,,Satara,
3U9PV94H,2021,"Patil, 2021",AR,AR,Time Series,in to the future,-,-,3Y,36,2,4.42,,-3.62,,3.32,,,,,,,,,,Ratnagiri,
3U9PV94H,2021,"Patil, 2021",ARIMA,ARIMA,Time Series,in to the future,-,-,3Y,36,3,4.49,,-3.79,,3.91,,,,,,,,,,Ratnagiri,
3U9PV94H,2021,"Patil, 2021",LR,LR,Machine Learning,in to the future,-,-,3Y,36,5,4.49,,0.02,,3.05,,,,,,,,,,Amravati,
3U9PV94H,2021,"Patil, 2021",LR,LR,Machine Learning,in to the future,-,-,3Y,36,6,4.52,,0.01,,3.12,,,,,,,,,,Amravati,
3U9PV94H,2021,"Patil, 2021",SVM,SVM,Machine Learning,in to the future,-,-,3Y,36,7,4.82,,-0.12,,2.11,,,,,,,,,,Amravati,
3U9PV94H,2021,"Patil, 2021",RF,RF,Machine Learning,in to the future,-,-,3Y,36,9,5.22,,-0.32,,3.43,,,,,,,,,,Amravati,
3U9PV94H,2021,"Patil, 2021",DT,DT,Machine Learning,in to the future,-,-,3Y,36,8,5.35,,-0.36,,2.88,,,,,,,,,,Amravati,
3U9PV94H,2021,"Patil, 2021",AR,AR,Time Series,in to the future,-,-,3Y,36,1,5.5,,0.07,,4.28,,,,,,,,,,Nagpur,
3U9PV94H,2021,"Patil, 2021",ARIMA,ARIMA,Time Series,in to the future,-,-,3Y,36,2,5.52,,0.06,,4.43,,,,,,,,,,Nagpur,
3U9PV94H,2021,"Patil, 2021",RF,RF,Machine Learning,in to the future,-,-,3Y,36,2,5.93,,-0.04,,3.9,,,,,,,,,,Satara,
3U9PV94H,2021,"Patil, 2021",LR,LR,Machine Learning,in to the future,-,-,3Y,36,3,5.97,,-0.06,,4.57,,,,,,,,,,Satara,
3U9PV94H,2021,"Patil, 2021",LR,LR,Machine Learning,in to the future,-,-,3Y,36,4,5.98,,-0.06,,4.61,,,,,,,,,,Satara,
3U9PV94H,2021,"Patil, 2021",Damped Holt's,Damped Holt's,Time Series,in to the future,-,-,3Y,36,4,6.09,,-7.79,,5.8,,,,,,,,,,Ratnagiri,
3U9PV94H,2021,"Patil, 2021",SVM,SVM,Machine Learning,in to the future,-,-,3Y,36,5,6.43,,-0.23,,3.78,,,,,,,,,,Satara,
